Evento;Sitio;Fecha;Ronda;Blancas;Negras;Resultado;ELO Blancas;ELO Negras;Apertura;Movimientos;Lista_movimientos;Número de movimientos;Apertura_10_movimientos
Rated rapid game;https://lichess.org/XB64BfcF;2024.09.16;?;Salvaje_Unitario;rom7610;0-1;1214;1086;;e4 e5 Nf3 Nc6 Bc4 Na5 Qe2 Nxc4 Qxc4 f6 d4 b6 dxe5 fxe5 Nxe5 Nh6 Bxh6 Qf6 Bf4 Qxf4 Qd5 c6 Qd4 Qc1+ Qd1 Qg5 f4 Qxg2 Rf1 Qxe4+ Kf2 Qxf4+ Kg1 Qxe5 Re1 Qxe1+ Qxe1+ Be7 Nc3 Rf8 Qe3 Kd8 Re1 Bc5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Na5', 'Qe2', 'Nxc4', 'Qxc4', 'f6', 'd4', 'b6', 'dxe5', 'fxe5', 'Nxe5', 'Nh6', 'Bxh6', 'Qf6', 'Bf4', 'Qxf4', 'Qd5', 'c6', 'Qd4', 'Qc1+', 'Qd1', 'Qg5', 'f4', 'Qxg2', 'Rf1', 'Qxe4+', 'Kf2', 'Qxf4+', 'Kg1', 'Qxe5', 'Re1', 'Qxe1+', 'Qxe1+', 'Be7', 'Nc3', 'Rf8', 'Qe3', 'Kd8', 'Re1', 'Bc5'];44;e4 e5 Nf3 Nc6 Bc4 Na5 Qe2 Nxc4 Qxc4 f6
Rated rapid game;https://lichess.org/N1P5383l;2024.09.16;?;So_and_Saw;Salvaje_Unitario;0-1;1199;1205;;d4 Nf6 Nc3 e6 Bf4 Bd6 e3 Bxf4 exf4 d5 Nf3 Bd7 Bd3 Nc6 Ne5 Nb4 Nxd7 Qxd7 Bb5 c6 Ba4 b5 Bb3 O-O a3 Rae8 axb4 Ne4 Nxe4 dxe4 c3 e5 O-O Qf5 g3 exf4 Bc2 f3 Rxa7 Qh3 Qxf3 exf3 Be4 Qg2#;['d4', 'Nf6', 'Nc3', 'e6', 'Bf4', 'Bd6', 'e3', 'Bxf4', 'exf4', 'd5', 'Nf3', 'Bd7', 'Bd3', 'Nc6', 'Ne5', 'Nb4', 'Nxd7', 'Qxd7', 'Bb5', 'c6', 'Ba4', 'b5', 'Bb3', 'O-O', 'a3', 'Rae8', 'axb4', 'Ne4', 'Nxe4', 'dxe4', 'c3', 'e5', 'O-O', 'Qf5', 'g3', 'exf4', 'Bc2', 'f3', 'Rxa7', 'Qh3', 'Qxf3', 'exf3', 'Be4', 'Qg2#'];44;d4 Nf6 Nc3 e6 Bf4 Bd6 e3 Bxf4 exf4 d5
Rated rapid game;https://lichess.org/7aef0X0e;2024.09.16;?;Salvaje_Unitario;VIRAJc89;0-1;1215;1182;;e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Nxe5 Nxc3 bxc3 Qe7 d4 f6 Qh5+ g6 Ba3 Qxa3 Nxg6 Qxc3+ Ke2 hxg6 Qxh8 Qxa1 Qxf6 Bf5 Qe5+ Be7 Qxc7 Be4 f3 Bd5 Qe5 Qxa2 Qh8+ Bg8 Kf2 Qxc2+ Kg3 Bd6+ Kh3 Qf5+ g4 Qxf3+ Kh4 Qxh1 Qxg8+ Bf8 Qxg6+ Ke7 Qh7+ Ke8 Bb5+ Kd8 Qxb7;['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'd5', 'exd5', 'Nxd5', 'Nxe5', 'Nxc3', 'bxc3', 'Qe7', 'd4', 'f6', 'Qh5+', 'g6', 'Ba3', 'Qxa3', 'Nxg6', 'Qxc3+', 'Ke2', 'hxg6', 'Qxh8', 'Qxa1', 'Qxf6', 'Bf5', 'Qe5+', 'Be7', 'Qxc7', 'Be4', 'f3', 'Bd5', 'Qe5', 'Qxa2', 'Qh8+', 'Bg8', 'Kf2', 'Qxc2+', 'Kg3', 'Bd6+', 'Kh3', 'Qf5+', 'g4', 'Qxf3+', 'Kh4', 'Qxh1', 'Qxg8+', 'Bf8', 'Qxg6+', 'Ke7', 'Qh7+', 'Ke8', 'Bb5+', 'Kd8', 'Qxb7'];55;e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Nxe5 Nxc3
Rated rapid game;https://lichess.org/U6q29LLH;2024.09.08;?;JasonPolmateer;Salvaje_Unitario;0-1;1145;1208;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bc4 c5 Qd5 Be6 Qd3 a6 O-O Be7 Nc3 Nf6 Bxe6 fxe6 Bg5 O-O Rfe1 h6 Bh4 Ng4 Bxe7 Qxe7 h3 Nxf2 Qe3 Qh4 Rf1 Rf3 gxf3 Nxh3+ Kg2 Nf4+ Kg1 Qg3+ Kh1 Qg2#;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'd6', 'Bc4', 'c5', 'Qd5', 'Be6', 'Qd3', 'a6', 'O-O', 'Be7', 'Nc3', 'Nf6', 'Bxe6', 'fxe6', 'Bg5', 'O-O', 'Rfe1', 'h6', 'Bh4', 'Ng4', 'Bxe7', 'Qxe7', 'h3', 'Nxf2', 'Qe3', 'Qh4', 'Rf1', 'Rf3', 'gxf3', 'Nxh3+', 'Kg2', 'Nf4+', 'Kg1', 'Qg3+', 'Kh1', 'Qg2#'];44;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6
Rated rapid game;https://lichess.org/sxiSKcHG;2024.09.06;?;Sushant1730;Salvaje_Unitario;1-0;1233;1215;;e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Qe7 Nc3 Nf6 Bd3 g6 Nf3 Bg7 O-O O-O Re1 b6 h3 Bb7 a3 Rae8 Bg5 h6 Bf4 d6 Nd5 Qe6 Nxc7;['e4', 'e5', 'd4', 'exd4', 'Qxd4', 'Nc6', 'Qd1', 'Qe7', 'Nc3', 'Nf6', 'Bd3', 'g6', 'Nf3', 'Bg7', 'O-O', 'O-O', 'Re1', 'b6', 'h3', 'Bb7', 'a3', 'Rae8', 'Bg5', 'h6', 'Bf4', 'd6', 'Nd5', 'Qe6', 'Nxc7'];29;e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Qe7 Nc3 Nf6
Rated rapid game;https://lichess.org/XmU03pkw;2024.09.04;?;Salvaje_Unitario;Kirill_015;1-0;1207;1230;;e4 e6 Nf3 b6 Bc4 Bb7 Nc3 Bb4 a3 Bxc3 bxc3 Bxe4 d3 Bb7 Ne5 Bxg2 Rg1 Bh3 Qf3 d5 Qxf7#;['e4', 'e6', 'Nf3', 'b6', 'Bc4', 'Bb7', 'Nc3', 'Bb4', 'a3', 'Bxc3', 'bxc3', 'Bxe4', 'd3', 'Bb7', 'Ne5', 'Bxg2', 'Rg1', 'Bh3', 'Qf3', 'd5', 'Qxf7#'];21;e4 e6 Nf3 b6 Bc4 Bb7 Nc3 Bb4 a3 Bxc3
Rated rapid game;https://lichess.org/lHLY3Hyj;2024.09.04;?;Parth_Sanghvi;Salvaje_Unitario;1-0;1234;1214;;b3 e5 e4 Nc6 Bb2 Nf6 Nc3 Bb4 Qf3 O-O a3 Bc5 b4 Bb6 Bc4 Nd4 Qd3 d6 Nf3 c5 O-O Bg4 Nxd4 exd4 Nd5 Nxd5 Bxd5 Kh8 h3 Be6 Bxb7 Rb8 Bd5 Qe7 Rae1 Qg5 f4 Qg6 f5;['b3', 'e5', 'e4', 'Nc6', 'Bb2', 'Nf6', 'Nc3', 'Bb4', 'Qf3', 'O-O', 'a3', 'Bc5', 'b4', 'Bb6', 'Bc4', 'Nd4', 'Qd3', 'd6', 'Nf3', 'c5', 'O-O', 'Bg4', 'Nxd4', 'exd4', 'Nd5', 'Nxd5', 'Bxd5', 'Kh8', 'h3', 'Be6', 'Bxb7', 'Rb8', 'Bd5', 'Qe7', 'Rae1', 'Qg5', 'f4', 'Qg6', 'f5'];39;b3 e5 e4 Nc6 Bb2 Nf6 Nc3 Bb4 Qf3 O-O
Rated rapid game;https://lichess.org/oY5nQ6UZ;2024.09.04;?;milzral;Salvaje_Unitario;0-1;1295;1204;;e4 e5 d3 Nc6 Nf3 Bc5 Be2 d5 O-O d4 c3 Nf6 Qb3 b6 Ng5 O-O Nf3 Bg4 h3 Bh5 Bg5 h6 Bxf6 Qxf6 cxd4 exd4 g4 Bg6 Nbd2 h5 Nh2 hxg4 Nxg4 Qg5 Nf3 Qh5 Kh2 Bd6+ e5 Nxe5 Nfxe5 Bxe5+ f4 Bd6 Qd5 Qxd5 Bf3 Qc5 Bxa8 Rxa8 Kg3 Bxd3 Rac1 Qg5 h4 Qb5 Rfd1 Qxb2 a4 Qa3 Ra1 Qc3 Nf2 Bc2+ Kg4 f5+ Kg5 Qg3+ Kh5 Qxf2 Rxd4 Qxd4;['e4', 'e5', 'd3', 'Nc6', 'Nf3', 'Bc5', 'Be2', 'd5', 'O-O', 'd4', 'c3', 'Nf6', 'Qb3', 'b6', 'Ng5', 'O-O', 'Nf3', 'Bg4', 'h3', 'Bh5', 'Bg5', 'h6', 'Bxf6', 'Qxf6', 'cxd4', 'exd4', 'g4', 'Bg6', 'Nbd2', 'h5', 'Nh2', 'hxg4', 'Nxg4', 'Qg5', 'Nf3', 'Qh5', 'Kh2', 'Bd6+', 'e5', 'Nxe5', 'Nfxe5', 'Bxe5+', 'f4', 'Bd6', 'Qd5', 'Qxd5', 'Bf3', 'Qc5', 'Bxa8', 'Rxa8', 'Kg3', 'Bxd3', 'Rac1', 'Qg5', 'h4', 'Qb5', 'Rfd1', 'Qxb2', 'a4', 'Qa3', 'Ra1', 'Qc3', 'Nf2', 'Bc2+', 'Kg4', 'f5+', 'Kg5', 'Qg3+', 'Kh5', 'Qxf2', 'Rxd4', 'Qxd4'];72;e4 e5 d3 Nc6 Nf3 Bc5 Be2 d5 O-O d4
Rated rapid game;https://lichess.org/bFe8xaoK;2024.08.23;?;mrdibaji1986;Salvaje_Unitario;1-0;1225;1210;;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O Bg5 h6 Bh4 Nd4 Nc3 d6 Nxd4 Bxd4 Rb1 Be6 Bxe6 fxe6 Nb5 g5 Nxd4 exd4 Bg3 d5 exd5 Nxd5 a3 Qf6 Qe2 Nf4 Bxf4 Qxf4 Qxe6+ Kh8 Qxh6+ Kg8 Qg6+ Kh8 Rfe1 Rg8 Qh6#;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'O-O', 'O-O', 'Bg5', 'h6', 'Bh4', 'Nd4', 'Nc3', 'd6', 'Nxd4', 'Bxd4', 'Rb1', 'Be6', 'Bxe6', 'fxe6', 'Nb5', 'g5', 'Nxd4', 'exd4', 'Bg3', 'd5', 'exd5', 'Nxd5', 'a3', 'Qf6', 'Qe2', 'Nf4', 'Bxf4', 'Qxf4', 'Qxe6+', 'Kh8', 'Qxh6+', 'Kg8', 'Qg6+', 'Kh8', 'Rfe1', 'Rg8', 'Qh6#'];45;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O O-O
Rated rapid game;https://lichess.org/jrPAMa0K;2024.08.23;?;Salvaje_Unitario;Becomes;1-0;1203;1200;;e4 c6 Nf3 d5 e5 Nd7 d4 f6 Nh4 c5 Qh5+ g6 Nxg6;['e4', 'c6', 'Nf3', 'd5', 'e5', 'Nd7', 'd4', 'f6', 'Nh4', 'c5', 'Qh5+', 'g6', 'Nxg6'];13;e4 c6 Nf3 d5 e5 Nd7 d4 f6 Nh4 c5
Rated rapid game;https://lichess.org/1rFjB2bA;2024.08.21;?;Salvaje_Unitario;kryyar;1-0;1197;1220;;e4 Nc6 Nf3 Nf6 Bc4 Nxe4 d3 Nf6 Ng5 h6 Bxf7#;['e4', 'Nc6', 'Nf3', 'Nf6', 'Bc4', 'Nxe4', 'd3', 'Nf6', 'Ng5', 'h6', 'Bxf7#'];11;e4 Nc6 Nf3 Nf6 Bc4 Nxe4 d3 Nf6 Ng5 h6
Rated rapid game;https://lichess.org/CDyaRHD2;2024.08.21;?;Salvaje_Unitario;Turuncu_Kale;0-1;1203;1222;;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Ng5 Be6 Nxe6 fxe6 Bxe6 Qf6 Bf5 Nh6 O-O Nxf5 exf5 Qxf5 Nc3 O-O a3 Bxf2+ Rxf2 Qxf2+ Kh1 Qf1+ Qxf1 Rxf1#;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'd3', 'd6', 'Ng5', 'Be6', 'Nxe6', 'fxe6', 'Bxe6', 'Qf6', 'Bf5', 'Nh6', 'O-O', 'Nxf5', 'exf5', 'Qxf5', 'Nc3', 'O-O', 'a3', 'Bxf2+', 'Rxf2', 'Qxf2+', 'Kh1', 'Qf1+', 'Qxf1', 'Rxf1#'];30;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 d6 Ng5 Be6
Rated rapid game;https://lichess.org/MDXBLCp1;2024.08.18;?;Joselitoapache;Salvaje_Unitario;1-0;1202;1210;;e4 e5 Nf3 Nc6 Bb5 Nf6 d3 a6 Bxc6 bxc6 O-O Bc5 Bg5 O-O Nxe5 h6 Bxf6 Qxf6 d4 Bd6 c3 c5 Nf3 Bb7 e5 Bxf3 Qxf3 Qxf3 gxf3 Be7 Nd2 d6 Rfe1 Rab8 b3 Bg5 Nc4 d5 Ne3 f5 Nxd5 Bd2 Re2 Bg5 e6 c6 e7 Rfe8 Nc7 Rxe7 Rxe7 Bxe7 Nxa6 cxd4;['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Nf6', 'd3', 'a6', 'Bxc6', 'bxc6', 'O-O', 'Bc5', 'Bg5', 'O-O', 'Nxe5', 'h6', 'Bxf6', 'Qxf6', 'd4', 'Bd6', 'c3', 'c5', 'Nf3', 'Bb7', 'e5', 'Bxf3', 'Qxf3', 'Qxf3', 'gxf3', 'Be7', 'Nd2', 'd6', 'Rfe1', 'Rab8', 'b3', 'Bg5', 'Nc4', 'd5', 'Ne3', 'f5', 'Nxd5', 'Bd2', 'Re2', 'Bg5', 'e6', 'c6', 'e7', 'Rfe8', 'Nc7', 'Rxe7', 'Rxe7', 'Bxe7', 'Nxa6', 'cxd4'];54;e4 e5 Nf3 Nc6 Bb5 Nf6 d3 a6 Bxc6 bxc6
Rated rapid game;https://lichess.org/LtAk378k;2024.08.17;?;Salvaje_Unitario;Joue4;1-0;1204;1192;;e4 e5 Nf3 Nf6 d3 d5 Nc3 Bg4 Be2 dxe4 dxe4 Qxd1+ Bxd1 Bb4 Bd2 Bxc3 Bxc3 Nxe4 Bxe5 Bxf3 Bxf3 Nd6 O-O-O f6 Bxd6 cxd6 Rxd6 Nc6 Re1+ Kf7 Bd5+ Kg6 Bxc6 bxc6 Rxc6 Rab8 g4 Rb7 h4 h5 Rg1 hxg4 Rxg4+ Kf5 f3 g5 Rc5+ Kg6 hxg5 Rh1+ Kd2 Rd7+ Ke3 Re7+ Kf4 Rh5 gxf6+ Kxf6 Rxh5 Re2 Rh6+ Kf7 Rh7+ Kf6 Rxa7 Rxc2 b4 Rc4+ Ke3;['e4', 'e5', 'Nf3', 'Nf6', 'd3', 'd5', 'Nc3', 'Bg4', 'Be2', 'dxe4', 'dxe4', 'Qxd1+', 'Bxd1', 'Bb4', 'Bd2', 'Bxc3', 'Bxc3', 'Nxe4', 'Bxe5', 'Bxf3', 'Bxf3', 'Nd6', 'O-O-O', 'f6', 'Bxd6', 'cxd6', 'Rxd6', 'Nc6', 'Re1+', 'Kf7', 'Bd5+', 'Kg6', 'Bxc6', 'bxc6', 'Rxc6', 'Rab8', 'g4', 'Rb7', 'h4', 'h5', 'Rg1', 'hxg4', 'Rxg4+', 'Kf5', 'f3', 'g5', 'Rc5+', 'Kg6', 'hxg5', 'Rh1+', 'Kd2', 'Rd7+', 'Ke3', 'Re7+', 'Kf4', 'Rh5', 'gxf6+', 'Kxf6', 'Rxh5', 'Re2', 'Rh6+', 'Kf7', 'Rh7+', 'Kf6', 'Rxa7', 'Rxc2', 'b4', 'Rc4+', 'Ke3'];69;e4 e5 Nf3 Nf6 d3 d5 Nc3 Bg4 Be2 dxe4
Rated bullet game;https://lichess.org/1vukS8ky;2024.08.15;?;Salvaje_Unitario;UndeadVladimir;0-1;1028;946;;e4 d6 Nf3 Nc6 Bc4 e5 d3 Be6 b3 Qe7 Bg5 f6 Bh4 O-O-O O-O d5 exd5 Bxd5 Bxd5 Rxd5 Nc3 g5 Bg3 f5 h3 Rd8 Re1 f4 Bh2 Nf6 a4 Qc5 Ne4 Nxe4 dxe4 Rxd1 Rexd1 Qxc2;['e4', 'd6', 'Nf3', 'Nc6', 'Bc4', 'e5', 'd3', 'Be6', 'b3', 'Qe7', 'Bg5', 'f6', 'Bh4', 'O-O-O', 'O-O', 'd5', 'exd5', 'Bxd5', 'Bxd5', 'Rxd5', 'Nc3', 'g5', 'Bg3', 'f5', 'h3', 'Rd8', 'Re1', 'f4', 'Bh2', 'Nf6', 'a4', 'Qc5', 'Ne4', 'Nxe4', 'dxe4', 'Rxd1', 'Rexd1', 'Qxc2'];38;e4 d6 Nf3 Nc6 Bc4 e5 d3 Be6 b3 Qe7
Rated rapid game;https://lichess.org/y86919zv;2024.08.15;?;VLADIMIR-7070;Salvaje_Unitario;1-0;1232;1209;;e4 e5 Nf3 Nc6 d4 exd4 Ng5 h6 Nxf7 Kxf7 Bc4+ d5 Bxd5+ Ke8 Qh5+ Ke7 Qf7+ Kd6 Bf4+ Ne5 Bxe5+ Kxe5 Qh5+ Qg5 Qe8+ Qe7 f4+ Kxf4 Rf1+ Ke5 Qxf8 Qxf8 Rxf8 c6 Bxg8;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Ng5', 'h6', 'Nxf7', 'Kxf7', 'Bc4+', 'd5', 'Bxd5+', 'Ke8', 'Qh5+', 'Ke7', 'Qf7+', 'Kd6', 'Bf4+', 'Ne5', 'Bxe5+', 'Kxe5', 'Qh5+', 'Qg5', 'Qe8+', 'Qe7', 'f4+', 'Kxf4', 'Rf1+', 'Ke5', 'Qxf8', 'Qxf8', 'Rxf8', 'c6', 'Bxg8'];35;e4 e5 Nf3 Nc6 d4 exd4 Ng5 h6 Nxf7 Kxf7
Rated rapid game;https://lichess.org/II18pR94;2024.08.13;?;Salvaje_Unitario;vedanthprasanna6;0-1;1216;1159;;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 Nf6 O-O O-O b3 d6 h3 Be6 Bb2 Qd7 Kh2 Nh7 Nb5 a6 Bxe6 fxe6 Nc3 Rf7 Nh4 Raf8 f3 Ne7 Na4 Ba7 Qe2 g5 g3 gxh4 gxh4 Kh8 Rg1 Bxg1+ Rxg1 Rg8 Rxg8+ Kxg8 Nc5 dxc5 Bxe5 Nf6 Qg2+ Kf8;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'd3', 'h6', 'Nc3', 'Nf6', 'O-O', 'O-O', 'b3', 'd6', 'h3', 'Be6', 'Bb2', 'Qd7', 'Kh2', 'Nh7', 'Nb5', 'a6', 'Bxe6', 'fxe6', 'Nc3', 'Rf7', 'Nh4', 'Raf8', 'f3', 'Ne7', 'Na4', 'Ba7', 'Qe2', 'g5', 'g3', 'gxh4', 'gxh4', 'Kh8', 'Rg1', 'Bxg1+', 'Rxg1', 'Rg8', 'Rxg8+', 'Kxg8', 'Nc5', 'dxc5', 'Bxe5', 'Nf6', 'Qg2+', 'Kf8'];50;e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 Nc3 Nf6
Rated rapid game;https://lichess.org/gGSDJP0d;2024.08.11;?;misha9206;Salvaje_Unitario;1-0;1168;1223;;d4 Nf6 f3 d5 e3 e6 c4 Be7 cxd5 Nxd5 e4 Bh4+ g3 Nb6 gxh4 Qxh4+ Ke2 Nc4 Nd2 Nxd2 Bxd2 Nc6 Qa4 O-O Be1 Qf4 Bd2 Qf6 Bc3 Rd8 Rd1 e5 dxe5 Nxe5 Rxd8+ Qxd8 Bxe5 Be6 b3 Qg5 Nh3 Qh5 Rg1 f6 Bxf6;['d4', 'Nf6', 'f3', 'd5', 'e3', 'e6', 'c4', 'Be7', 'cxd5', 'Nxd5', 'e4', 'Bh4+', 'g3', 'Nb6', 'gxh4', 'Qxh4+', 'Ke2', 'Nc4', 'Nd2', 'Nxd2', 'Bxd2', 'Nc6', 'Qa4', 'O-O', 'Be1', 'Qf4', 'Bd2', 'Qf6', 'Bc3', 'Rd8', 'Rd1', 'e5', 'dxe5', 'Nxe5', 'Rxd8+', 'Qxd8', 'Bxe5', 'Be6', 'b3', 'Qg5', 'Nh3', 'Qh5', 'Rg1', 'f6', 'Bxf6'];45;d4 Nf6 f3 d5 e3 e6 c4 Be7 cxd5 Nxd5
Rated rapid game;https://lichess.org/yJoY9g3S;2024.08.10;?;Salvaje_Unitario;Alex_Alex_226;0-1;1229;1229;;e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bc5 Be3 Bxe3 fxe3 d6 Be2 Ng4 O-O Nxe3 Qd2 Nxf1 Rxf1 Be6 d4 exd4 Nxd4 Nxd4 Qxd4 O-O Rf3 Qh4 Rg3 g6 e5 Qxd4+;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Nf6', 'd3', 'Bc5', 'Be3', 'Bxe3', 'fxe3', 'd6', 'Be2', 'Ng4', 'O-O', 'Nxe3', 'Qd2', 'Nxf1', 'Rxf1', 'Be6', 'd4', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'O-O', 'Rf3', 'Qh4', 'Rg3', 'g6', 'e5', 'Qxd4+'];32;e4 e5 Nf3 Nc6 Nc3 Nf6 d3 Bc5 Be3 Bxe3
Rated rapid game;https://lichess.org/V9yR2UE2;2024.08.10;?;herlafon;Salvaje_Unitario;1-0;1244;1234;;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+ Bd7 Bd3 Bc5 c3 Nxd5 Qf3 Be6 Nxe6 fxe6 b4 Bb6 bxa5 Bxa5 Qh5+ g6 Qxe5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Ng5', 'd5', 'exd5', 'Na5', 'Bb5+', 'Bd7', 'Bd3', 'Bc5', 'c3', 'Nxd5', 'Qf3', 'Be6', 'Nxe6', 'fxe6', 'b4', 'Bb6', 'bxa5', 'Bxa5', 'Qh5+', 'g6', 'Qxe5'];27;e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5
Rated rapid game;https://lichess.org/3izaf4Jh;2024.08.10;?;Salvaje_Unitario;TefoNomad;0-1;1241;1140;;e4 c5 Nf3 a6 d4 cxd4 Qxd4 Nc6 Qe3 h6 Bc4 e6 O-O Nb4 Nc3 Nxc2 Qf4 Nxa1 Nd5 b5 Bb3 Nxb3 axb3 Bb7 Ne5 f6 Ng6 Rh7 Nxf8 Kxf8 Qd6+ Ne7 Nc7 Rc8 Nxe6+ dxe6 Qxe6 Rc6 Qg4 Qc8 Qd1 Re6 Re1 Bxe4;['e4', 'c5', 'Nf3', 'a6', 'd4', 'cxd4', 'Qxd4', 'Nc6', 'Qe3', 'h6', 'Bc4', 'e6', 'O-O', 'Nb4', 'Nc3', 'Nxc2', 'Qf4', 'Nxa1', 'Nd5', 'b5', 'Bb3', 'Nxb3', 'axb3', 'Bb7', 'Ne5', 'f6', 'Ng6', 'Rh7', 'Nxf8', 'Kxf8', 'Qd6+', 'Ne7', 'Nc7', 'Rc8', 'Nxe6+', 'dxe6', 'Qxe6', 'Rc6', 'Qg4', 'Qc8', 'Qd1', 'Re6', 'Re1', 'Bxe4'];44;e4 c5 Nf3 a6 d4 cxd4 Qxd4 Nc6 Qe3 h6
Rated rapid game;https://lichess.org/8pl8DYOq;2024.08.10;?;CharliieChaplinn;Salvaje_Unitario;1-0;1237;1247;;d4 d5 c4 dxc4 e4 b5 Nc3 a6 d5 Bb7 f3 Nh6 Bxh6 gxh6 b3 Nd7 bxc4 b4 Nb1 c6 Qa4 Qb6 a3 b3 Nd2 b2 Rb1 Nc5 Qc2 Bg7 Ne2 O-O f4 Rae8 e5 f6 Rxb2 fxe5 Rxb6;['d4', 'd5', 'c4', 'dxc4', 'e4', 'b5', 'Nc3', 'a6', 'd5', 'Bb7', 'f3', 'Nh6', 'Bxh6', 'gxh6', 'b3', 'Nd7', 'bxc4', 'b4', 'Nb1', 'c6', 'Qa4', 'Qb6', 'a3', 'b3', 'Nd2', 'b2', 'Rb1', 'Nc5', 'Qc2', 'Bg7', 'Ne2', 'O-O', 'f4', 'Rae8', 'e5', 'f6', 'Rxb2', 'fxe5', 'Rxb6'];39;d4 d5 c4 dxc4 e4 b5 Nc3 a6 d5 Bb7
Rated rapid game;https://lichess.org/mLKwUkND;2024.08.10;?;Dima_Chernov_2015;Salvaje_Unitario;1-0;1274;1253;;e4 e5 Bc4 Nc6 Nf3 Nf6 Ng5 d5 exd5 Na5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Qxd5 Nc3 Qd7 Qe2;['e4', 'e5', 'Bc4', 'Nc6', 'Nf3', 'Nf6', 'Ng5', 'd5', 'exd5', 'Na5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'O-O', 'Qxd5', 'Nc3', 'Qd7', 'Qe2'];19;e4 e5 Bc4 Nc6 Nf3 Nf6 Ng5 d5 exd5 Na5
Rated rapid game;https://lichess.org/bwsqbpHW;2024.08.09;?;Salvaje_Unitario;Amir_CA;0-1;1258;1267;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6 c3 Nge7 Nd2 Nxd4 cxd4 Bxd4 Bxd4 Qxd4 Nb3 Qxe4+ Be2 Qxg2 Rf1 O-O Rc1 Qxh2 Nd4 Qd6 Rg1 c5 Bc4 Qxd4 Qh5 d5 Bd3 Qxd3 Qg5 Qg6 Rxc5 Qxg5 Rxg5 Be6 Rc3 Rac8 Rcg3 Nf5;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Bc5', 'Be3', 'Qf6', 'c3', 'Nge7', 'Nd2', 'Nxd4', 'cxd4', 'Bxd4', 'Bxd4', 'Qxd4', 'Nb3', 'Qxe4+', 'Be2', 'Qxg2', 'Rf1', 'O-O', 'Rc1', 'Qxh2', 'Nd4', 'Qd6', 'Rg1', 'c5', 'Bc4', 'Qxd4', 'Qh5', 'd5', 'Bd3', 'Qxd3', 'Qg5', 'Qg6', 'Rxc5', 'Qxg5', 'Rxg5', 'Be6', 'Rc3', 'Rac8', 'Rcg3', 'Nf5'];46;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6
Rated rapid game;https://lichess.org/zjQ2LhWq;2024.08.09;?;Salvaje_Unitario;yoyokasperov;0-1;1263;1310;;e4 c6 Nf3 d5 e5 c5 c3 Bg4 Be2 Nc6 d4 e6 h3 Bxf3 Bxf3 Nge7 Bg5 h6 Bh4 g5 Bg3 Nf5 Bh5 Nxg3 fxg3 Qd7 Rf1 Rh7 Qf3 cxd4 Bxf7+ Rxf7 Qxf7+ Qxf7 Rxf7 Kxf7;['e4', 'c6', 'Nf3', 'd5', 'e5', 'c5', 'c3', 'Bg4', 'Be2', 'Nc6', 'd4', 'e6', 'h3', 'Bxf3', 'Bxf3', 'Nge7', 'Bg5', 'h6', 'Bh4', 'g5', 'Bg3', 'Nf5', 'Bh5', 'Nxg3', 'fxg3', 'Qd7', 'Rf1', 'Rh7', 'Qf3', 'cxd4', 'Bxf7+', 'Rxf7', 'Qxf7+', 'Qxf7', 'Rxf7', 'Kxf7'];36;e4 c6 Nf3 d5 e5 c5 c3 Bg4 Be2 Nc6
