Evento;Sitio;Fecha;Ronda;Blancas;Negras;Resultado;ELO Blancas;ELO Negras;Apertura;Movimientos;Lista_movimientos;Número de movimientos;Apertura_10_movimientos
Rated rapid game;https://lichess.org/w3zEVPh6;2023.05.06;?;Salvaje_Unitario;Awakeee;1-0;1253;1212;;e4 Nc6 Nf3 e5 d4 d5 exd5 Qxd5 c4 Qe6 d5;['e4', 'Nc6', 'Nf3', 'e5', 'd4', 'd5', 'exd5', 'Qxd5', 'c4', 'Qe6', 'd5'];11;e4 Nc6 Nf3 e5 d4 d5 exd5 Qxd5 c4 Qe6
Rated rapid game;https://lichess.org/HiTyD2Fg;2023.05.05;?;Salvaje_Unitario;oxygen2000;0-1;1259;1259;;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6 e5 Nh5 f4 d6 e6 Bxe6 h3 c5 Qd1 d5 g4 Nf6 f5 Bd7 Bg5 Be7 h4 h6 Be3 d4 Bf4 Qa5+ c3 dxc3 bxc3 Ne4 Bd2 Nxd2 Qxd2 h5 g5 Bxf5 Rh2 g6 Re2 Be6 Qe3 O-O Nd2 c4 Bh3 Bxh3 Qxh3 Qc5 Ne4 Qa5 Nf6+ Bxf6 gxf6 b5 Qg2 Qxc3+ Rd2 Qxa1+ Rd1 Qxf6;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'Nf6', 'e5', 'Nh5', 'f4', 'd6', 'e6', 'Bxe6', 'h3', 'c5', 'Qd1', 'd5', 'g4', 'Nf6', 'f5', 'Bd7', 'Bg5', 'Be7', 'h4', 'h6', 'Be3', 'd4', 'Bf4', 'Qa5+', 'c3', 'dxc3', 'bxc3', 'Ne4', 'Bd2', 'Nxd2', 'Qxd2', 'h5', 'g5', 'Bxf5', 'Rh2', 'g6', 'Re2', 'Be6', 'Qe3', 'O-O', 'Nd2', 'c4', 'Bh3', 'Bxh3', 'Qxh3', 'Qc5', 'Ne4', 'Qa5', 'Nf6+', 'Bxf6', 'gxf6', 'b5', 'Qg2', 'Qxc3+', 'Rd2', 'Qxa1+', 'Rd1', 'Qxf6'];66;e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6
Rated rapid game;https://lichess.org/LqLoQCkV;2023.05.05;?;Salvaje_Unitario;vlrka;0-1;1265;1230;;e4 e5 Nf3 Nc6 d4 f5 d5 Nb4 c3 fxe4 Nxe5 Nd3+ Bxd3 exd3 Qxd3 Qe7 Bf4 g6 O-O d6 Re1 Bf5 Qf3 O-O-O Na3 g5 Nc6 bxc6 Rxe7 Nxe7 Be3 cxd5 Bxa7 g4 Qe2 h5 Qa6+ Kd7 Nb5 Bd3 Rd1 Bc4 b3 Be2 Rd2 Bxb5 Qxb5+ Nc6 Rxd5 Ra8 Bc5 Rxa2 c4 Ra1+ Rd1 Rxd1#;['e4', 'e5', 'Nf3', 'Nc6', 'd4', 'f5', 'd5', 'Nb4', 'c3', 'fxe4', 'Nxe5', 'Nd3+', 'Bxd3', 'exd3', 'Qxd3', 'Qe7', 'Bf4', 'g6', 'O-O', 'd6', 'Re1', 'Bf5', 'Qf3', 'O-O-O', 'Na3', 'g5', 'Nc6', 'bxc6', 'Rxe7', 'Nxe7', 'Be3', 'cxd5', 'Bxa7', 'g4', 'Qe2', 'h5', 'Qa6+', 'Kd7', 'Nb5', 'Bd3', 'Rd1', 'Bc4', 'b3', 'Be2', 'Rd2', 'Bxb5', 'Qxb5+', 'Nc6', 'Rxd5', 'Ra8', 'Bc5', 'Rxa2', 'c4', 'Ra1+', 'Rd1', 'Rxd1#'];56;e4 e5 Nf3 Nc6 d4 f5 d5 Nb4 c3 fxe4
Rated rapid game;https://lichess.org/0nJRPlOL;2023.05.05;?;HirundoDragon;Salvaje_Unitario;1-0;1283;1270;;d4 e5 e3 e4 f3 d5 fxe4 dxe4 c4 f5 c5 b6 Ne2 bxc5 Ng3 cxd4 exd4 Qh4 Qa4+ Bd7 Bb5 c6 Bc4 f4 Bxg8 Rxg8 Qb3 Rh8 O-O fxg3 hxg3 Qh5 Qb7 Qd5 Qxa8 Qxd4+ Kh1 Bc8 Qxb8 e3 Qxc8+ Ke7 Qc7+ Ke6 Qxc6+ Ke5 Qb5+ Bc5 Qe2 Re8 Rf4 Qd6 Bxe3 Qh6+ Rh4 Qg6 Bxc5+ Kd5 Rh5+ Kc6 Qf3+ Kc7 Nc3 Qc2 Qf7+ Kd8 Rd1+ Kc8;['d4', 'e5', 'e3', 'e4', 'f3', 'd5', 'fxe4', 'dxe4', 'c4', 'f5', 'c5', 'b6', 'Ne2', 'bxc5', 'Ng3', 'cxd4', 'exd4', 'Qh4', 'Qa4+', 'Bd7', 'Bb5', 'c6', 'Bc4', 'f4', 'Bxg8', 'Rxg8', 'Qb3', 'Rh8', 'O-O', 'fxg3', 'hxg3', 'Qh5', 'Qb7', 'Qd5', 'Qxa8', 'Qxd4+', 'Kh1', 'Bc8', 'Qxb8', 'e3', 'Qxc8+', 'Ke7', 'Qc7+', 'Ke6', 'Qxc6+', 'Ke5', 'Qb5+', 'Bc5', 'Qe2', 'Re8', 'Rf4', 'Qd6', 'Bxe3', 'Qh6+', 'Rh4', 'Qg6', 'Bxc5+', 'Kd5', 'Rh5+', 'Kc6', 'Qf3+', 'Kc7', 'Nc3', 'Qc2', 'Qf7+', 'Kd8', 'Rd1+', 'Kc8'];68;d4 e5 e3 e4 f3 d5 fxe4 dxe4 c4 f5
Rated rapid game;https://lichess.org/e6UsqM4T;2023.05.05;?;Salvaje_Unitario;BoyetOng12;1-0;1264;1309;;e4 e5 Nf3 d6 d3 h6 Nc3 Nc6 Be3 b6 d4 Nf6 d5 Nb4 a3 Bb7 axb4 g5 Bb5+ Nd7 O-O a6 Bc6 Bxc6 dxc6 Nb8 b5 a5 Nd5 Bg7 g3 g4 Nh4 h5 Qd2 O-O Bg5 Qc8 Bf6 Qe6 Qg5 Qxf6 Nxf6+ Kh8 Qxh5+;['e4', 'e5', 'Nf3', 'd6', 'd3', 'h6', 'Nc3', 'Nc6', 'Be3', 'b6', 'd4', 'Nf6', 'd5', 'Nb4', 'a3', 'Bb7', 'axb4', 'g5', 'Bb5+', 'Nd7', 'O-O', 'a6', 'Bc6', 'Bxc6', 'dxc6', 'Nb8', 'b5', 'a5', 'Nd5', 'Bg7', 'g3', 'g4', 'Nh4', 'h5', 'Qd2', 'O-O', 'Bg5', 'Qc8', 'Bf6', 'Qe6', 'Qg5', 'Qxf6', 'Nxf6+', 'Kh8', 'Qxh5+'];45;e4 e5 Nf3 d6 d3 h6 Nc3 Nc6 Be3 b6
Rated rapid game;https://lichess.org/lh4DxalR;2023.05.05;?;NoraidaMartinez;Salvaje_Unitario;1/2-1/2;1292;1264;;e4 e5 Nc3 Nf6 Nf3 Nc6;['e4', 'e5', 'Nc3', 'Nf6', 'Nf3', 'Nc6'];6;e4 e5 Nc3 Nf6 Nf3 Nc6
Rated rapid game;https://lichess.org/Q6KGOEqP;2023.05.05;?;OhnoGaurav;Salvaje_Unitario;1-0;1195;1270;;e4 e5 Nc3 Nf6 d3 Bc5 Nf3 Ng4 d4 exd4 Nxd4 Nxf2 Kxf2 Qf6+ Ke3 Bxd4+ Qxd4 Qe6 Bc4 d5 Bxd5 Qh6+ Kf2 Qf4+ Bxf4;['e4', 'e5', 'Nc3', 'Nf6', 'd3', 'Bc5', 'Nf3', 'Ng4', 'd4', 'exd4', 'Nxd4', 'Nxf2', 'Kxf2', 'Qf6+', 'Ke3', 'Bxd4+', 'Qxd4', 'Qe6', 'Bc4', 'd5', 'Bxd5', 'Qh6+', 'Kf2', 'Qf4+', 'Bxf4'];25;e4 e5 Nc3 Nf6 d3 Bc5 Nf3 Ng4 d4 exd4
Rated rapid game;https://lichess.org/CCyP6azc;2023.05.05;?;Salvaje_Unitario;contimchaisan;1-0;1265;1202;;e4 e5 Nf3 Nc6 Nc3 Bc5 d3 Nf6 Nb5 O-O d4 exd4 Nfxd4 Nxd4 Nxd4 Bxd4 Qxd4 d6 Bd3 Re8 f3 c5 Qf2 b6 O-O d5 Rd1 dxe4 Be2 Qc7 fxe4 Nxe4 Qe3 Nf6 Qf3 h6 Bxh6 gxh6 Qxf6 Rxe2 Rd8+ Re8 Rxe8+ Kh7 Rh8#;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Bc5', 'd3', 'Nf6', 'Nb5', 'O-O', 'd4', 'exd4', 'Nfxd4', 'Nxd4', 'Nxd4', 'Bxd4', 'Qxd4', 'd6', 'Bd3', 'Re8', 'f3', 'c5', 'Qf2', 'b6', 'O-O', 'd5', 'Rd1', 'dxe4', 'Be2', 'Qc7', 'fxe4', 'Nxe4', 'Qe3', 'Nf6', 'Qf3', 'h6', 'Bxh6', 'gxh6', 'Qxf6', 'Rxe2', 'Rd8+', 'Re8', 'Rxe8+', 'Kh7', 'Rh8#'];45;e4 e5 Nf3 Nc6 Nc3 Bc5 d3 Nf6 Nb5 O-O
Rated rapid game;https://lichess.org/qfUxk05I;2023.05.05;?;saramir20;Salvaje_Unitario;1/2-1/2;1270;1265;;e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d4 Bd6 dxe5 Nf6 exd6 cxd6 e5 dxe5 Qxd8+ Kxd8 Nxe5 Be6 O-O a5 Rd1+ Nd7 Bg5+ f6 Rxd7+ Bxd7 Nf7+ Ke7 Nxh8 fxg5 Ng6+ hxg6 Nc3 b5 a3 Rh8 h3 g4 hxg4 Bxg4 Re1+ Kf8 f3 Bf5 a4 b4 Ne4 Kf7 Nd6+ Kf6 Nxf5 gxf5 b3 g5 Re3 f4 Rd3 c5 c3 c4 bxc4 b3 Rd2 Rc8 Rb2 Rxc4 Rxb3 Rxa4 Rb6+ Kf5 Rc6 Ra1+ Kf2 Ra2+ Kg1 a4 c4 a3 c5 Rc2 Ra6 a2 c6 Rc1+ Kh2 a1=Q Rxa1 Rxa1 c7 Rc1 g4+ Kg6 c8=Q Rxc8 Kg2 Rc2+ Kf1 Rc3 Ke2 Rc2+ Kd3 Rf2 Ke4 Re2+ Kd3 Rf2 Ke4 Ra2 Kd3 Kf6 Ke4 Ra4+ Kd3 Ke5 Ke2 Kd4 Kf2 Ra2+ Kg1 Ke3 Kf1 Kxf3 Ke1 Kxg4 Kd1 f3 Ke1 f2+ Kf1 Kg3;['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'd4', 'Bd6', 'dxe5', 'Nf6', 'exd6', 'cxd6', 'e5', 'dxe5', 'Qxd8+', 'Kxd8', 'Nxe5', 'Be6', 'O-O', 'a5', 'Rd1+', 'Nd7', 'Bg5+', 'f6', 'Rxd7+', 'Bxd7', 'Nf7+', 'Ke7', 'Nxh8', 'fxg5', 'Ng6+', 'hxg6', 'Nc3', 'b5', 'a3', 'Rh8', 'h3', 'g4', 'hxg4', 'Bxg4', 'Re1+', 'Kf8', 'f3', 'Bf5', 'a4', 'b4', 'Ne4', 'Kf7', 'Nd6+', 'Kf6', 'Nxf5', 'gxf5', 'b3', 'g5', 'Re3', 'f4', 'Rd3', 'c5', 'c3', 'c4', 'bxc4', 'b3', 'Rd2', 'Rc8', 'Rb2', 'Rxc4', 'Rxb3', 'Rxa4', 'Rb6+', 'Kf5', 'Rc6', 'Ra1+', 'Kf2', 'Ra2+', 'Kg1', 'a4', 'c4', 'a3', 'c5', 'Rc2', 'Ra6', 'a2', 'c6', 'Rc1+', 'Kh2', 'a1=Q', 'Rxa1', 'Rxa1', 'c7', 'Rc1', 'g4+', 'Kg6', 'c8=Q', 'Rxc8', 'Kg2', 'Rc2+', 'Kf1', 'Rc3', 'Ke2', 'Rc2+', 'Kd3', 'Rf2', 'Ke4', 'Re2+', 'Kd3', 'Rf2', 'Ke4', 'Ra2', 'Kd3', 'Kf6', 'Ke4', 'Ra4+', 'Kd3', 'Ke5', 'Ke2', 'Kd4', 'Kf2', 'Ra2+', 'Kg1', 'Ke3', 'Kf1', 'Kxf3', 'Ke1', 'Kxg4', 'Kd1', 'f3', 'Ke1', 'f2+', 'Kf1', 'Kg3'];132;e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d4 Bd6
Rated rapid game;https://lichess.org/h3NOhOtj;2023.05.05;?;Salvaje_Unitario;MeBlunderQueen;1-0;1259;1329;;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Ng5 d6 Nxf7;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'd3', 'Bc5', 'Ng5', 'd6', 'Nxf7'];11;e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 Ng5 d6
Rated rapid game;https://lichess.org/2nV1XHmc;2023.05.04;?;Salvaje_Unitario;adhipvv;0-1;1265;1274;;e4 e5 Nf3 Nf6 Nc3 Bc5 Nxe5 d6 Nf3 Ng4 Qe2 Nxf2 b4 Bb6 d4 Bxd4 Nxd4 Nxh1 Bf4 Qh4+ g3 Qf6 Bg2 Qxd4 Qf3 Nf2 Nd1 Bg4 Qc3 Nd3+ Kf1 Qxc3 Nxc3 Nxf4 gxf4 O-O Kf2 h6 Kg3 Bd7 Rg1 Nc6 Kf2 Nxb4 Rc1 Rae8 h4 Be6 f5 Bxa2 h5 Bc4 Bf3 Nc6 Re1 Nd4 Bd1 g6 f6 Re6 Ke3 Nb5 Nd5 Bxd5 Bg4 Rxe4+ Kd3 Rxe1 hxg6 fxg6 Kd2 Rg1 Be2 Rg2 Ke3 Re8+ Kd2 Rgxe2+ Kd3 R8e3#;['e4', 'e5', 'Nf3', 'Nf6', 'Nc3', 'Bc5', 'Nxe5', 'd6', 'Nf3', 'Ng4', 'Qe2', 'Nxf2', 'b4', 'Bb6', 'd4', 'Bxd4', 'Nxd4', 'Nxh1', 'Bf4', 'Qh4+', 'g3', 'Qf6', 'Bg2', 'Qxd4', 'Qf3', 'Nf2', 'Nd1', 'Bg4', 'Qc3', 'Nd3+', 'Kf1', 'Qxc3', 'Nxc3', 'Nxf4', 'gxf4', 'O-O', 'Kf2', 'h6', 'Kg3', 'Bd7', 'Rg1', 'Nc6', 'Kf2', 'Nxb4', 'Rc1', 'Rae8', 'h4', 'Be6', 'f5', 'Bxa2', 'h5', 'Bc4', 'Bf3', 'Nc6', 'Re1', 'Nd4', 'Bd1', 'g6', 'f6', 'Re6', 'Ke3', 'Nb5', 'Nd5', 'Bxd5', 'Bg4', 'Rxe4+', 'Kd3', 'Rxe1', 'hxg6', 'fxg6', 'Kd2', 'Rg1', 'Be2', 'Rg2', 'Ke3', 'Re8+', 'Kd2', 'Rgxe2+', 'Kd3', 'R8e3#'];80;e4 e5 Nf3 Nf6 Nc3 Bc5 Nxe5 d6 Nf3 Ng4
Rated rapid game;https://lichess.org/mIiB1S1i;2023.05.04;?;edelmandola;Salvaje_Unitario;0-1;1274;1258;;e4 e5 Nf3 d5 exd5 Nf6 Nxe5 Qxd5 Nf3 Qe4+ Qe2 Bg4 Qxe4+ Nxe4 Be2 Nc6 d3 Bb4+ c3 Bxf3 Bxf3 Nd4 O-O Nxf3+ gxf3 Bc5 fxe4 O-O-O Be3 Bd6 Nd2 h5 Bxa7 b6 Nc4 Rh6 Kh1 Bf4 Rg1 Rxd3 Rxg7 Bxh2 Nxb6+ Kb7 Rxf7 Kxa7 Nd5 Rh3 Rxc7+ Kb8 Kg2 Rh4 Rh1 Rg6+ Kf1 Rgg4 Nf6 Rf4 Nd5 Rxe4 Kg2 Reg4+ Kf1 Rg5 Rc4 Rxc4 Rxh2 Rxd5;['e4', 'e5', 'Nf3', 'd5', 'exd5', 'Nf6', 'Nxe5', 'Qxd5', 'Nf3', 'Qe4+', 'Qe2', 'Bg4', 'Qxe4+', 'Nxe4', 'Be2', 'Nc6', 'd3', 'Bb4+', 'c3', 'Bxf3', 'Bxf3', 'Nd4', 'O-O', 'Nxf3+', 'gxf3', 'Bc5', 'fxe4', 'O-O-O', 'Be3', 'Bd6', 'Nd2', 'h5', 'Bxa7', 'b6', 'Nc4', 'Rh6', 'Kh1', 'Bf4', 'Rg1', 'Rxd3', 'Rxg7', 'Bxh2', 'Nxb6+', 'Kb7', 'Rxf7', 'Kxa7', 'Nd5', 'Rh3', 'Rxc7+', 'Kb8', 'Kg2', 'Rh4', 'Rh1', 'Rg6+', 'Kf1', 'Rgg4', 'Nf6', 'Rf4', 'Nd5', 'Rxe4', 'Kg2', 'Reg4+', 'Kf1', 'Rg5', 'Rc4', 'Rxc4', 'Rxh2', 'Rxd5'];68;e4 e5 Nf3 d5 exd5 Nf6 Nxe5 Qxd5 Nf3 Qe4+
Rated rapid game;https://lichess.org/IyyHSPAz;2023.05.04;?;Salvaje_Unitario;AerialWither;0-1;1264;1265;;e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 b6 Bf4 Bb7 Bb5 a6 Bxc6+ Bxc6 O-O cxd4 Nxd4 Rc8 Qh5 Bc5 Nxe6 Qd7 Nxc5 bxc5 Rd1 g6 Qh4 Qe6 Nd2 f6 Nf3 fxe5 Re1 e4 Ng5 Qe7 f3 Nf6 c4 dxc4 Nxe4 Bxe4 fxe4 Ng8 Bg5 Qd6 e5 Qd4+ Kh1 Qxh4 Bxh4 Ne7 e6 Nf5 e7 Nxh4 g3 Nf5 Rad1 Nxe7 Rd7 Kxd7;['e4', 'e6', 'd4', 'd5', 'e5', 'c5', 'c3', 'Nc6', 'Nf3', 'b6', 'Bf4', 'Bb7', 'Bb5', 'a6', 'Bxc6+', 'Bxc6', 'O-O', 'cxd4', 'Nxd4', 'Rc8', 'Qh5', 'Bc5', 'Nxe6', 'Qd7', 'Nxc5', 'bxc5', 'Rd1', 'g6', 'Qh4', 'Qe6', 'Nd2', 'f6', 'Nf3', 'fxe5', 'Re1', 'e4', 'Ng5', 'Qe7', 'f3', 'Nf6', 'c4', 'dxc4', 'Nxe4', 'Bxe4', 'fxe4', 'Ng8', 'Bg5', 'Qd6', 'e5', 'Qd4+', 'Kh1', 'Qxh4', 'Bxh4', 'Ne7', 'e6', 'Nf5', 'e7', 'Nxh4', 'g3', 'Nf5', 'Rad1', 'Nxe7', 'Rd7', 'Kxd7'];64;e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 b6
Rated rapid game;https://lichess.org/8LezUKuB;2023.05.01;?;LENIN1981;Salvaje_Unitario;1-0;1204;1271;;c4 e5 g3 Nc6 Bg2 f5 Nc3 Nf6 e4 f4 g4 d6 d3 Nd4 Nge2 Bxg4 h3 Bxe2 Nxe2 Nxe2 Qxe2 Be7 O-O c6 b4 d5 c5 d4 Qc2 O-O Qc4+ Kh8 Qe6 Nd7 h4 Bxh4 f3 Re8 Qf5 Rf8 Qg4 Rf6 Qxh4 Rh6 Qf2 Qg5 Bd2 Qh5 a4 Qh1+ Bxh1 Rf8 b5 Rff6 a5 Rfg6+ Bg2 Rg5 b6 Rgh5 bxa7 g6 a8=Q+ Kg7 Qxb7 Kf6 Qxc6+ Ke7 Qd6+ Kd8 a6 Rh2 a7 R6h5 a8=Q#;['c4', 'e5', 'g3', 'Nc6', 'Bg2', 'f5', 'Nc3', 'Nf6', 'e4', 'f4', 'g4', 'd6', 'd3', 'Nd4', 'Nge2', 'Bxg4', 'h3', 'Bxe2', 'Nxe2', 'Nxe2', 'Qxe2', 'Be7', 'O-O', 'c6', 'b4', 'd5', 'c5', 'd4', 'Qc2', 'O-O', 'Qc4+', 'Kh8', 'Qe6', 'Nd7', 'h4', 'Bxh4', 'f3', 'Re8', 'Qf5', 'Rf8', 'Qg4', 'Rf6', 'Qxh4', 'Rh6', 'Qf2', 'Qg5', 'Bd2', 'Qh5', 'a4', 'Qh1+', 'Bxh1', 'Rf8', 'b5', 'Rff6', 'a5', 'Rfg6+', 'Bg2', 'Rg5', 'b6', 'Rgh5', 'bxa7', 'g6', 'a8=Q+', 'Kg7', 'Qxb7', 'Kf6', 'Qxc6+', 'Ke7', 'Qd6+', 'Kd8', 'a6', 'Rh2', 'a7', 'R6h5', 'a8=Q#'];75;c4 e5 g3 Nc6 Bg2 f5 Nc3 Nf6 e4 f4
Rated rapid game;https://lichess.org/m9J9zyDO;2023.05.01;?;Salvaje_Unitario;Krlaa;1-0;1267;1183;;e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nh6 O-O Ng4 d3 O-O Ng5 Bxf2+ Rxf2 Nxf2 Qh5 g6 Qxh7#;['e4', 'e5', 'Nf3', 'Nc6', 'Nc3', 'Bc5', 'Bc4', 'Nh6', 'O-O', 'Ng4', 'd3', 'O-O', 'Ng5', 'Bxf2+', 'Rxf2', 'Nxf2', 'Qh5', 'g6', 'Qxh7#'];19;e4 e5 Nf3 Nc6 Nc3 Bc5 Bc4 Nh6 O-O Ng4
Rated rapid game;https://lichess.org/Pb17yV1N;2023.05.01;?;chan_dzaddy;Salvaje_Unitario;0-1;1246;1261;;d4 e5 dxe5 Nc6 Nf3 d6 exd6 cxd6 Nc3 Be6 e4 Nf6 Bg5 Be7 h3 h6 Bxf6 Bxf6 Be2 O-O O-O Ne5 Nxe5 Bxe5 g3 Bxh3 Re1 Qg5 g4 Qh4 Qd3 Bxg4 Bxg4 Qxg4+ Kf1 g6 Nd5 f5 f3 Qh3+ Ke2 Qg2+ Ke3 f4+ Nxf4 Bxf4+ Kd4 Rad8 Qc4+ Kh8 Rg1 Qf2+ Kc3 Be5+ Kb4 Qd2+ c3 Qxb2+ Qb3 Qf2 Ka3 Qxf3 Rxg6 Rf6 Rxf6 Bxf6 Rg1 Qxe4 Qxb7 Qxb7;['d4', 'e5', 'dxe5', 'Nc6', 'Nf3', 'd6', 'exd6', 'cxd6', 'Nc3', 'Be6', 'e4', 'Nf6', 'Bg5', 'Be7', 'h3', 'h6', 'Bxf6', 'Bxf6', 'Be2', 'O-O', 'O-O', 'Ne5', 'Nxe5', 'Bxe5', 'g3', 'Bxh3', 'Re1', 'Qg5', 'g4', 'Qh4', 'Qd3', 'Bxg4', 'Bxg4', 'Qxg4+', 'Kf1', 'g6', 'Nd5', 'f5', 'f3', 'Qh3+', 'Ke2', 'Qg2+', 'Ke3', 'f4+', 'Nxf4', 'Bxf4+', 'Kd4', 'Rad8', 'Qc4+', 'Kh8', 'Rg1', 'Qf2+', 'Kc3', 'Be5+', 'Kb4', 'Qd2+', 'c3', 'Qxb2+', 'Qb3', 'Qf2', 'Ka3', 'Qxf3', 'Rxg6', 'Rf6', 'Rxf6', 'Bxf6', 'Rg1', 'Qxe4', 'Qxb7', 'Qxb7'];70;d4 e5 dxe5 Nc6 Nf3 d6 exd6 cxd6 Nc3 Be6
Rated rapid game;https://lichess.org/8Fsz1Ul3;2023.04.30;?;Salvaje_Unitario;ionel2608;0-1;1267;1271;;e4 d5 e5 e6 Nf3 h6 Nc3 Nc6 d4 a6 Be3 Nge7 Bd3 b5 b3 Nb8 a3 c6 O-O Bb7 h3 Nd7 Bf4 Nb6 Re1 Qd7 Rc1 g6 b4 Bg7 Qe2 Rf8 Nh4 O-O-O Nf3 Rh8 Ra1 Rdg8 a4 Kc7 a5 Nbc8 Nxb5+ cxb5 Bxb5 Qxb5 c4 Qxb4 Rec1 Kb8 Rab1 Qxa5 cxd5 Nxd5 Qc4 Ncb6 Qb3 Rc8 Bd2 Qb5 Qa3 Qd7 Ba5 Rxc1+ Rxc1 Rc8 Rb1 Rc6 Nd2 Qc7 Nb3 Qc8 Nc5 Bf8 g3 Bxc5 dxc5 Nc4 Qb3 Nxa5 Qa4 Qc7 Rb6 Rxb6 cxb6 Qxb6 Qe8+ Ka7 Qxf7 Qb1+ Kg2 Qe4+ Kf1 Qd3+ Kg2 Qf5 Qd7 Qxe5 Qd8 Qc7 Qh4 Nb6+ Kf1 Qc1+ Ke2 Qc2+ Kf1 Qd1#;['e4', 'd5', 'e5', 'e6', 'Nf3', 'h6', 'Nc3', 'Nc6', 'd4', 'a6', 'Be3', 'Nge7', 'Bd3', 'b5', 'b3', 'Nb8', 'a3', 'c6', 'O-O', 'Bb7', 'h3', 'Nd7', 'Bf4', 'Nb6', 'Re1', 'Qd7', 'Rc1', 'g6', 'b4', 'Bg7', 'Qe2', 'Rf8', 'Nh4', 'O-O-O', 'Nf3', 'Rh8', 'Ra1', 'Rdg8', 'a4', 'Kc7', 'a5', 'Nbc8', 'Nxb5+', 'cxb5', 'Bxb5', 'Qxb5', 'c4', 'Qxb4', 'Rec1', 'Kb8', 'Rab1', 'Qxa5', 'cxd5', 'Nxd5', 'Qc4', 'Ncb6', 'Qb3', 'Rc8', 'Bd2', 'Qb5', 'Qa3', 'Qd7', 'Ba5', 'Rxc1+', 'Rxc1', 'Rc8', 'Rb1', 'Rc6', 'Nd2', 'Qc7', 'Nb3', 'Qc8', 'Nc5', 'Bf8', 'g3', 'Bxc5', 'dxc5', 'Nc4', 'Qb3', 'Nxa5', 'Qa4', 'Qc7', 'Rb6', 'Rxb6', 'cxb6', 'Qxb6', 'Qe8+', 'Ka7', 'Qxf7', 'Qb1+', 'Kg2', 'Qe4+', 'Kf1', 'Qd3+', 'Kg2', 'Qf5', 'Qd7', 'Qxe5', 'Qd8', 'Qc7', 'Qh4', 'Nb6+', 'Kf1', 'Qc1+', 'Ke2', 'Qc2+', 'Kf1', 'Qd1#'];108;e4 d5 e5 e6 Nf3 h6 Nc3 Nc6 d4 a6
Rated rapid game;https://lichess.org/9WM7qF2o;2023.04.30;?;Salvaje_Unitario;PrathamRajdev;0-1;1273;1254;;e4 e5 Nf3 Nc6 Bc4 Bc5 Ng5 Qxg5 d4 Qxg2 Rf1 Bxd4 Qh5 g6 Qe2 Nf6 Nd2 Nb4 c3 Nc2+ Kd1 Nxa1 cxd4 exd4 e5 Nd5 e6 dxe6 Qe5 Rf8 f3 Bd7 Bxd5 O-O-O Be4 f5 Bc2 Nxc2 Kxc2 f4 b3 Rf5 Qxd4 Bb5 Rd1 Rxd4 Kc3 Rfd5;['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Bc5', 'Ng5', 'Qxg5', 'd4', 'Qxg2', 'Rf1', 'Bxd4', 'Qh5', 'g6', 'Qe2', 'Nf6', 'Nd2', 'Nb4', 'c3', 'Nc2+', 'Kd1', 'Nxa1', 'cxd4', 'exd4', 'e5', 'Nd5', 'e6', 'dxe6', 'Qe5', 'Rf8', 'f3', 'Bd7', 'Bxd5', 'O-O-O', 'Be4', 'f5', 'Bc2', 'Nxc2', 'Kxc2', 'f4', 'b3', 'Rf5', 'Qxd4', 'Bb5', 'Rd1', 'Rxd4', 'Kc3', 'Rfd5'];48;e4 e5 Nf3 Nc6 Bc4 Bc5 Ng5 Qxg5 d4 Qxg2
Rated rapid game;https://lichess.org/JME1IYop;2023.04.30;?;murry2018;Salvaje_Unitario;0-1;1339;1266;;e4 d5 Nf3 dxe4 Ng5 f5 Bc4 e6 Qh5+ g6 Qh4 Be7 d3 exd3 Bxd3 h6 b3 Bf6 Qa4+ Bd7 Bb5;['e4', 'd5', 'Nf3', 'dxe4', 'Ng5', 'f5', 'Bc4', 'e6', 'Qh5+', 'g6', 'Qh4', 'Be7', 'd3', 'exd3', 'Bxd3', 'h6', 'b3', 'Bf6', 'Qa4+', 'Bd7', 'Bb5'];21;e4 d5 Nf3 dxe4 Ng5 f5 Bc4 e6 Qh5+ g6
